strassenschlüssel,strassenname,stadtteilschlüssel,stadtteilname,stadtviertelschlüssel,stadtviertelname,plz,hausnr_ungerade_von,hausnr_ungerade_bis,hausnr_gerade_von,hausnr_gerade_bis
1788,Kirchberger Str.,302,Sülz,30204.0,Kriel,50935,0001,0037,0004,0044
1789,Kirchenhof,305,Müngersdorf,30501.0,Alt-Müngersdorf,50933,0001,0005,0002,0004
1790,Kirchgasse,903,Buchheim,90302.0,Buchheim,51065,0001,0005,0010,0014
4967,Kirchgasse (Esch),607,Esch/Auweiler,60701.0,Esch,50765,0001,0001,0006,0008
4968,Kirchgasse (Lövenich),308,Lövenich,30801.0,Lövenich,50859,0001,0003,0002,0002
1792,Kirchhoffstr.,902,Buchforst,90203.0,Siedlung Weiße Stadt,51065,0001,0007,,
3522,Kirchnerstr.,305,Müngersdorf,30504.0,Neu-Müngersdorf,50933,0001,0013,0002,0002
1793,Kirchplatz,701,Poll,70102.0,Poll,51105,,,0002,0006
4969,Kirchplatz (Weiß),209,Weiß,20902.0,Alt-Weiß,50999,0001,0005,0002,0002
1794,Kirchstr.,901,Mülheim,90103.0,Mülheim,51063,0001,0015,0002,0018
4971,Kirchstr. (Rodenkirchen),208,Rodenkirchen,20805.0,Rodenkirchen,50996,0001,0017,0002,0020
4970,Kirchstr. (Zündorf),714,Zündorf,71401.0,Zündorf,51143,0001,0007,0002,0018
1795,Kirchturmstr.,901,Mülheim,90103.0,Mülheim,51063,0003,0017,0002,0004
4973,Kirchweg,306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0137,0002,0138
4974,Kirschbaumweg,207,Hahnwald,20702.0,GE Rodenkirchen,50996,0001,0023,0008,0034
4976,Kirschblütenweg,208,Rodenkirchen,20806.0,Schillingsrott,50996,0001,0007,0002,0008
4977,Kirschgarten,209,Weiß,20901.0,Neu-Weiß,50999,0001,0019,0002,0014
4978,Kirschweg,714,Zündorf,71401.0,Zündorf,51143,0001,0029,0002,0032
1796,Kissinger Str.,804,Höhenberg,80401.0,Germania-Siedlung,51103,,,0002,0012
1797,Kitschburger Str.,303,Lindenthal,30304.0,Hohenlind,50935,0001,0013,,
1797,Kitschburger Str.,304,Braunsfeld,30402.0,Baumeister-Viertel,50933,0225,0247,0222,0244
4980,Kitschburger Str. (Porz),712,Lind,71201.0,Lind,51147,0001,0031,0002,0028f
4980,Kitschburger Str. (Porz),710,Wahnheide,71001.0,Wahnheide,51147,0037,0087,0030,0086
1798,Klaprothstr.,902,Buchforst,90201.0,Buchforst,51065,,,0002,0010
1799,Klarastr.,401,Ehrenfeld,40103.0,Ehrenfeld,50823,0001,0061,0002,0046
3774,Klarissenweg,505,Weidenpesch,50502.0,Weidenpesch,50737,0001,0017,0002,0010
5912,Klausenburg-Str.,309,Widdersdorf,30901.0,Neu-Widdersdorf,50859,0001,0087,0002,0026
1801,Klausenerstr.,506,Longerich,50602.0,Neu-Longerich,50737,0001,0031,0002,0030
3940,Klaus-Mette-Platz,404,Vogelsang,40402.0,Siedlung Vogelsang,50829,,,,
4982,Kleeweg (Junkersdorf),306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0003,0002,0010
4981,Kleeweg (Wahn),711,Wahn,71101.0,Wahn,51147,0001,0027a,0002,0018
1802,Kleiberweg,404,Vogelsang,40402.0,Siedlung Vogelsang,50829,0001,0011,0002,0010
3598,Kleienpfad,305,Müngersdorf,30503.0,Siedlung Egelspfad,50933,0003,0029,0002,0014
1814,Klein Herl,903,Buchheim,90303.0,Kleinherl,51067,0015,0017,0002,0020
4983,Kleine Bergergasse,705,Eil,70502.0,Eil,51145,,,,
1803,Kleine Brinkgasse,103,Altstadt/Nord,10309.0,Apostel-Viertel,50672,0001,0009,0004,0008
1804,Kleine Budengasse,103,Altstadt/Nord,10305.0,City,50667,0001,0015,,
1805,Kleine Hartwichstr.,501,Nippes,50101.0,Sechzig-Viertel,50733,0001,0027,0006,0032
1807,Kleine Sandkaul,103,Altstadt/Nord,10305.0,City,50667,0001,0005,,
1808,Kleine Spitzengasse,101,Altstadt/Süd,10105.0,Georgs-Viertel,50676,0001,0001,0010,0010
1809,Kleine Telegraphenstr.,101,Altstadt/Süd,10102.0,Mauritius-Viertel,50676,0005,0005,0002,0004
1810,Kleine Witschgasse,101,Altstadt/Süd,10105.0,Georgs-Viertel,50676,0001,0023,0008,0016
1806,Kleiner Griechenmarkt,101,Altstadt/Süd,10103.0,Cäcilien-Viertel,50676,0009,0081,0020,0044
1811,Kleinfeldchensweg,807,Brück,80704.0,Siedlung Lembacher Weg,51109,0001,0059,0002,0014
1812,Kleingarten-Kolonie Sülz,302,Sülz, , ,50937,,,,
1813,Kleingedankstr.,102,Neustadt/Süd,10202.0,Volksgarten-Viertel,50677,0001,0011,0006,0018a
1815,Kleinstr.,701,Poll,70102.0,Poll,51105,0003,0005,0002a,0008
4984,Kleistring,606,Pesch,60601.0,Pesch,50767,0001,0051,0002,0092
1816,Kleiststr.,402,Neuehrenfeld,40202.0,Neuehrenfeld,50825,0001,0041,0002,0016
4985,Kleiststr. (Weiden),307,Weiden,30701.0,Alt-Weiden,50859,0001,0043,0002,0016
3447,Klerschweg,201,Bayenthal,20103.0,Wohnpark Bayenthal,50968,0001,0013,0002,0002
1817,Klettenberggürtel,301,Klettenberg,30101.0,Klettenberg,50939,0005,0081,0002,0088
1818,Klingelpütz,103,Altstadt/Nord,10303.0,Gereons-Viertel,50670,0001,0051,,
1818,Klingelpütz,103,Altstadt/Nord,10308.0,Andreas-Viertel,50670,,,0002,0030
1818,Klingelpütz,103,Altstadt/Nord,10307.0,Ursula-Viertel,50670,,,0054,0070
4987,Klingerstr.,706,Porz,70601.0,Porz-Mitte,51143,0001,0031,0002,0012
1819,Klopstockstr.,201,Bayenthal,20101.0,Bayenthal,50968,0001,0005,0004,0006a
3772,Klosterfraugasse,505,Weidenpesch,50502.0,Weidenpesch,50737,,,0002,0004
1820,Klosterstr.,303,Lindenthal,30301.0,Alt-Lindenthal,50931,0001,0045,0002,0040
1820,Klosterstr.,303,Lindenthal,30306.0,Melaten,50931,0057,0109,0056,0130
4991,Klosterstr. (Meschenich),213,Meschenich,21301.0,Alt-Meschenich,50997,0001,0019,0004,0028
4992,Klosterweg,703,Ensen,70302.0,Ensen-Ost,51149,0015,0015,0014,0026
1821,Klüsserather Str.,205,Zollstock,20504.0,Zollstock,50969,0001,0011,0002,0022
1822,Klütschgasse,405,Bocklemünd/Mengenich,40502.0,Mengenich,50829,0005,0017,0002,0014
1823,Knapsacker Str.,205,Zollstock,20502.0,Siedlung Südfriedhof,50969,0001,0011,0002,0012
1824,Knauffstr.,901,Mülheim,90105.0,Mülheim-Nord,51063,0001,0007,0004,0014
1825,Knechtstedener Str.,501,Nippes,50101.0,Sechzig-Viertel,50733,0001,0021,0002,0030
1826,Kniprodestr.,903,Buchheim,90302.0,Buchheim,51067,0001,0031,0002,0032
1827,Knochenbergsweg,909,Flittard, , ,51061,0001a,0005,,
1828,Koblenzer Str.,201,Bayenthal,20104.0,GE Bayenthal,50968,0001,0073,0002,0074f
1828,Koblenzer Str.,201,Bayenthal,20101.0,Bayenthal,50968,0079,0093,0082,0108
1829,Koburger Platz,804,Höhenberg,80401.0,Germania-Siedlung,51103,0001,0003,0002,0008
1830,Koburger Str.,804,Höhenberg,80401.0,Germania-Siedlung,51103,0001,0095,0002,0076
1831,Kochwiesenstr.,904,Holweide,90404.0,Schweinheim,51067,0001,0083,0004,0060
1833,Koelhoffstr.,101,Altstadt/Süd,10105.0,Georgs-Viertel,50676,0001,0009,0002,0012
1844,Kohlenstr.,401,Ehrenfeld,40102.0,GE Ehrenfeld,50825,0001,0025,,
1845,Kohlplatz,901,Mülheim,90103.0,Mülheim,51063,,,0002,0004
1832,Köhlstr.,406,Ossendorf,40602.0,GE Ossendorf,50827,0001,0045,0008,0014
5007,Kolberger Str.,206,Rondorf,20603.0,Rondorf-West,50997,0003,0045a,0004,0052
1846,Kolibriweg,404,Vogelsang,40402.0,Siedlung Vogelsang,50829,0001,0007,0002,0014
1847,Kolkrabenweg,404,Vogelsang,40404.0,Siedlung Vogelsang-Nord,50829,,,0002,0008
1847,Kolkrabenweg,404,Vogelsang,40401.0,Siedlung Neu-Vogelsang,50829,0065,0067,0012,0068
1848,Kollwitzweg,809,Neubrück,80902.0,Neubrück,51109,0001,0023,0002,0006
1849,Kolmarer Str.,601,Merkenich,60103.0,Merkenich,50769,0003,0015,0002,0030
1849,Kolmarer Str.,601,Merkenich,60105.0,GI Merkenich-Nord,50769,0037,0077,,
4993,Kölner Platz,306,Junkersdorf,30601.0,Junkersdorf,50858,,,0002,0002
3877,Kölner Rugby Park,301,Klettenberg, , ,50939,0001,0001,,
4996,Kölner Str. (Lövenich),305,Müngersdorf, , ,50933,,,,
4996,Kölner Str. (Lövenich),308,Lövenich,30801.0,Lövenich,50859,0001,0011,0008,0030
4996,Kölner Str. (Lövenich),308,Lövenich,30803.0,Lövenich-Ost,50859,0021,0075,0032,0056e
4996,Kölner Str. (Lövenich),308,Lövenich,30802.0,GE Lövenich,50859,0089,0097,0060,0070
4995,Kölner Str. (Porz),703,Ensen,70302.0,Ensen-Ost,51149,0001,0059,0008,0064
4995,Kölner Str. (Porz),703,Ensen,70301.0,Ensen,51149,0097,0193,0096,0188
4995,Kölner Str. (Porz),702,Westhoven,70202.0,Westhoven,51149,0195,0203a,0194,0214
4995,Kölner Str. (Porz),702,Westhoven,70203.0,GI Westhoven,51149,0251,0265,0218,0262
4995,Kölner Str. (Porz),702,Westhoven, , ,51149,0501,0501,,
4999,Kölner Weg,306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0025,0002,0044
5000,Kölnstr.,210,Sürth,21003.0,Sürth-Nord,50999,,,0002,0046
5000,Kölnstr.,210,Sürth,21001.0,Sürth,50999,0019,0053,,
1834,Kölnweg,909,Flittard,90903.0,Bayer-Siedlung,51061,,,0002,0002
1850,Kolpingplatz,103,Altstadt/Nord,10305.0,City,50667,0001,0011,0002,0002
3465,Kolumbahof,103,Altstadt/Nord,10305.0,City,50667,0003,0005,0002,0002
1852,Kolumbastr.,103,Altstadt/Nord,10305.0,City,50667,0001,0005,0002,0010
5787,Kommendeweg,308,Lövenich,30804.0,Lövenich-West,50859,0001,0021,0002,0024
1853,Komödienstr.,103,Altstadt/Nord,10305.0,City,50667,0001,0049,,
1853,Komödienstr.,103,Altstadt/Nord,10308.0,Andreas-Viertel,50667,,,0002,0058
1853,Komödienstr.,103,Altstadt/Nord,10304.0,Neumarkt-Viertel,50667,0057,0111,,
1854,Koniferenpfad,604,Heimersdorf,60403.0,Baum-Siedlung,50767,0001,0009,0002,0014
3815,König-Baudouin-Platz,406,Ossendorf,40601.0,Ossendorf,50827,,,,
1835,Königsberger Str.,504,Niehl,50407.0,Ford-Siedlung,50735,0001a,0009f,0002a,0008
5001,Königsberger Str. (Porz),706,Porz,70603.0,Porz-Ost,51145,0009,0011,,
5001,Königsberger Str. (Porz),707,Urbach,70701.0,Urbach,51145,,,0010a,0074
5004,Königsberger Str. (Rondorf),206,Rondorf,20603.0,Rondorf-West,50997,,,0002,0006
5003,Königsberger Str. (Weiden),307,Weiden,30702.0,Neu-Weiden,50858,0001,0013,0002,0010
1836,Königsdorfer Str.,304,Braunsfeld,30401.0,Braunsfeld,50933,0001,0005,0002,0014
1837,Königsforststr.,807,Brück,80705.0,Waldtier-Siedlung,51109,0001,0091,0016,0100
1838,Königshütter Str.,903,Buchheim,90301.0,Siedlung Buchheim,51065,0001,0011,0002,0008
1839,Königstr.,101,Altstadt/Süd,10101.0,Kapitol-Viertel,50676,0001,0003,,
1840,Königswinterstr.,301,Klettenberg,30101.0,Klettenberg,50939,0001,0017,0002,0026
5008,Konrad-Adenauer-Str. (Porz),716,Finkenberg,71601.0,Siedlung Finkenberg,51149,0001,0045,0002,0080
5009,Konrad-Adenauer-Str. (Rodenkirchen),208,Rodenkirchen,20806.0,Schillingsrott,50996,0001,0025,0028,0040
5009,Konrad-Adenauer-Str. (Rodenkirchen),202,Marienburg, , ,50996,,,0002,0002
1855,Konrad-Adenauer-Ufer,103,Altstadt/Nord,10301.0,Kuniberts-Viertel,50668,0003,0073,,
1855,Konrad-Adenauer-Ufer,104,Neustadt/Nord,10406.0,Villen-Viertel,50668,0079,0083,0080,0080
1855,Konrad-Adenauer-Ufer,104,Neustadt/Nord,10405.0,Gerichts-Viertel,50668,0101,0115,,
5010,Konrad-Hausmann-Str.,606,Pesch,60601.0,Pesch,50767,0001,0009,0002,0034
1856,Konradstr.,302,Sülz,30202.0,Sülz,50937,0001,0019,0002,0024
1857,Konstantin-Wille-Str.,701,Poll,70105.0,GE Poll,51105,0001,0003,0002,0006
1858,Konstanzer Str.,805,Ostheim,80502.0,Ostheim-Süd,51107,0001,0045,0002,0050
1851,Kopenhagener Str.,609,Chorweiler,60901.0,Chorweiler,50765,0001,0005,0004,0004
5011,Kopenhagener Str. (Porz),706,Porz,70603.0,Porz-Ost,51149,,,,
5011,Kopenhagener Str. (Porz),716,Finkenberg,71601.0,Siedlung Finkenberg,51149,0015,0015a,0002,0014
1859,Kopernikusstr.,902,Buchforst,90201.0,Buchforst,51065,0001,0063,0032,0160
1860,Kopischstr.,905,Dellbrück,90502.0,Hagedorn,51069,0001,0009,0002,0012
1861,Koppensteinstr.,302,Sülz,30204.0,Kriel,50935,0001,0017,0002,0012
1862,Korbacher Str.,806,Merheim,80603.0,Merheim-Mitte,51109,0001,0019,0002,0018
1863,Korber Weg,605,Lindweiler,60501.0,Lindweiler,50767,0001,0019,0002,0012
5005,Körberstr.,209,Weiß,20901.0,Neu-Weiß,50999,0001,0011,0002,0026
5333,Kormoranweg,309,Widdersdorf,30901.0,Neu-Widdersdorf,50859,0001,0003,0002,0004
1864,Kornblumenweg,608,Volkhoven/Weiler,60801.0,Volkhoven,50765,0001,0011,0002,0026
5013,Kornblumenweg (Junkersdorf),306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0039,0002,0030
5014,Kornblumenweg (Sürth),210,Sürth,21003.0,Sürth-Nord,50999,0001,0013,0002,0012
5012,Kornblumenweg (Wahn),711,Wahn,71101.0,Wahn,51147,0001,0021,0002,0024
653,Kornelimünsterstr.,304,Braunsfeld,30401.0,Braunsfeld,50933,0001,0033,0002,0036
1841,Körnerstr.,401,Ehrenfeld,40103.0,Ehrenfeld,50823,0003,0119,0006,0120
5006,Körnerstr. (Junkersdorf),307,Weiden,30702.0,Neu-Weiden,50858,0001,0023,0002,0018
5946,Kornradenweg,210,Sürth,21003.0,Sürth-Nord,50999,0001,0071,0002,0110
1842,Kösener Weg,804,Höhenberg,80401.0,Germania-Siedlung,51103,,,0002,0010
1843,Kösliner Str.,505,Weidenpesch,50504.0,Merheim (lrh.),50737,0001,0015,0002,0024
1865,Kostgasse,103,Altstadt/Nord,10301.0,Kuniberts-Viertel,50668,0029,0029,,
1866,Kottenforststr.,205,Zollstock,20504.0,Zollstock,50969,0001,0005,0002,0008
5870,Köttinger Weg,213,Meschenich,21303.0,Neu-Meschenich,50997,0001,0041,0002,0048
1867,Kowallekstr.,102,Neustadt/Süd,10207.0,GE Südstadt,50677,0009,0009,0002,0018
1868,Krähenweg,404,Vogelsang,40402.0,Siedlung Vogelsang,50829,0003,0051,0002,0060
5016,Krähenweg (Rondorf),206,Rondorf,20601.0,Rondorf,50997,0001,0019,,
5016,Krähenweg (Rondorf),206,Rondorf,20607.0,Rondorf-Ost,50997,,,0004,0042
1870,Krahnenstr.,901,Mülheim,90103.0,Mülheim,51063,0001,0013,0006,0008
1871,Kranichweg,404,Vogelsang,40402.0,Siedlung Vogelsang,50829,0001,0041,0002,0038
5017,Kranichweg (Widdersdorf),309,Widdersdorf,30901.0,Neu-Widdersdorf,50859,0001,0009,0002,0008
3994,Kranzbinderweg,904,Holweide,90405.0,Iddelsfeld,51067,0001,0021,0002,0016
1872,Kratzweg,806,Merheim,80603.0,Merheim-Mitte,51109,0007,0037,0002,0126
5018,Krausbergweg,715,Langel,71501.0,Langel-Süd (rrh.),51143,0001,0043,0002,0038
5019,Krauskaulerweg,212,Immendorf,21201.0,Immendorf,50997,0001,0007,,
1869,Kräuterweg,905,Dellbrück,90503.0,Blumen-Siedlung,51069,0001,0027,0008,0028
1873,Krautwigstr.,303,Lindenthal,30306.0,Melaten,50931,0001,0009,0004,0010
1874,Krebelspfad,612,Worringen,61201.0,Alt-Worringen,50769,0007,0099,,
1874,Krebelspfad,612,Worringen,61204.0,Neu-Worringen,50769,0101,0119,0098,0120
1875,Krebsgasse,103,Altstadt/Nord,10304.0,Neumarkt-Viertel,50667,0001,0005,0000,0016
1876,Krefelder Str.,104,Neustadt/Nord,10403.0,Agnes-Viertel,50670,0001,0115,0002a,0100
5020,Krefelder Str. (Porz),706,Porz,70603.0,Porz-Ost,51145,0001,0011,0002,0014
1877,Krefelder Wall,104,Neustadt/Nord,10403.0,Agnes-Viertel,50670,0003,0041,0002,0054
2680,Kreibohmstr.,204,Raderthal,20401.0,Volkspark-Siedlung,50968,0001,0027,0002,0018
1878,Krementzstr.,303,Lindenthal,30302.0,Uni-Viertel,50931,0001,0021,0002,0022
1879,Kretzerstr.,501,Nippes,50103.0,Nordpark,50733,0001,0009,0002,0026
1880,Kreutzerstr.,104,Neustadt/Nord,10407.0,Colonius,50672,0005,0005,0002,0012
3717,Kreuzblumenweg,608,Volkhoven/Weiler,60802.0,Weiler,50765,0001,0037,0022,0034
3841,Kreuzchesweg,807,Brück, , ,51109,,,,
1881,Kreuzgasse,103,Altstadt/Nord,10304.0,Neumarkt-Viertel,50667,0001,0009,0002,0004
1882,Kreuznacher Str.,203,Raderberg,20302.0,Raderberg,50968,0001,0073,,
1883,Kriegerhofstr.,602,Fühlingen,60201.0,Fühlingen,50769,0001,0055,0002,0048
1883,Kriegerhofstr.,602,Fühlingen, , ,50769,,,0050,0050
1883,Kriegerhofstr.,609,Chorweiler, , ,50765,0069,0071,,
1884,Kriegerplatz,506,Longerich,50603.0,Alt-Longerich,50739,,,0002,0012
5024,Krieger-Str.,709,Grengel, , ,51147,0001,0001,0010,0016
1885,Krieler Str.,303,Lindenthal,30303.0,Neu-Lindenthal,50935,0003,0119,0002,0100
1886,Kriemhildplatz,502,Mauenheim,50201.0,Nibelungen-Siedlung,50739,0001,0021,0002,0022
5026,Kriemhildstr. (Rodenkirchen),208,Rodenkirchen,20805.0,Rodenkirchen,50996,0001,0017,,
5025,Kriemhildstr. (Wahnheide),710,Wahnheide,71001.0,Wahnheide,51147,0003,0027,0006,0030
1887,Kringsweg,303,Lindenthal,30302.0,Uni-Viertel,50931,0001,0021,0002,0036
3448,Krohstr.,201,Bayenthal,20103.0,Wohnpark Bayenthal,50968,,,0002,0004
1890,Krokusweg,905,Dellbrück,90503.0,Blumen-Siedlung,51069,0001,0029,0002,0012
1891,Krombachweg,605,Lindweiler,60501.0,Lindweiler,50767,0001,0029,0002,0062
1892,Kronenburger Str.,303,Lindenthal,30303.0,Neu-Lindenthal,50935,0001,0021,0002,0028
1893,Kronengasse,103,Altstadt/Nord,10304.0,Neumarkt-Viertel,50667,0005,0027,0004,0012
5921,Kronstädter Str.,307,Weiden,30702.0,Neu-Weiden,50858,0001,0169,0002,0008
5921,Kronstädter Str.,307,Weiden,30702.0,Neu-Weiden,50859,,,0100,0100
1894,Kroppacher Str.,801,Humboldt/Gremberg,80101.0,Humboldt,51105,0001,0009,0002,0010
1895,Kropsburgweg,507,Bilderstöckchen,50701.0,Bilderstöckchen,50739,0001,0007,0002,0008
1888,Krötschweg,612,Worringen,61204.0,Neu-Worringen,50769,0001,0001,0002,0012
1889,Kröver Str.,205,Zollstock,20504.0,Zollstock,50969,0001,0005,0002,0028
1896,Krückelstr.,701,Poll,70101.0,Rolshoven,51105,0001,0029,0014,0034
1898,Krumbacher Str.,406,Ossendorf,40604.0,Ossendorf-Nord,50827,0001,0001,0002,0022
1899,Krummer Büchel,101,Altstadt/Süd,10101.0,Kapitol-Viertel,50676,0001,0005,0002,0018
1897,Krüthstr.,501,Nippes,50101.0,Sechzig-Viertel,50733,0001,0033,0006,0052
1900,Kuckelbergweg,905,Dellbrück,90508.0,Thurn,51069,0001,0015,0002,0006
1901,Kuckucksweg,404,Vogelsang,40402.0,Siedlung Vogelsang,50829,0001,0035,0002,0050
5028,Kuckucksweg (Godorf),211,Godorf,21101.0,Godorf,50997,0001,0017,0002,0010
1904,Kuenstr.,501,Nippes,50102.0,Nippes,50733,0001,0029,0002,0040
1904,Kuenstr.,501,Nippes,50104.0,Siedlung Florastr.,50733,0033,0059,0042,0086a
1902,Kühgasse,101,Altstadt/Süd,10105.0,Georgs-Viertel,50676,0001,0001,,
1909,Kuhlemannstr.,101,Altstadt/Süd,10103.0,Cäcilien-Viertel,50676,0001,0001,,
1910,Kuhlenweg,601,Merkenich, , ,50769,,,,
1911,Kuhweg,504,Niehl,50406.0,Hafen Niehl,50735,,,0020,0020
1903,Kühzällerweg,904,Holweide,90402.0,Holweide-Ost,51067,0001,0039,0002,0018
1912,Kulmbacher Str.,804,Höhenberg,80403.0,Höhenberg,51103,0001,0007,0002,0010
1913,Kunftstr.,802,Kalk,80202.0,GE Kalk,51103,0005,0005,0002,0004
1914,Kunibertsgasse,103,Altstadt/Nord,10301.0,Kuniberts-Viertel,50668,0001,0013,0010,0010
1915,Kunibertskloster,103,Altstadt/Nord,10301.0,Kuniberts-Viertel,50668,0001,0013,0006,0020
1916,Kunibertsklostergasse,103,Altstadt/Nord,10301.0,Kuniberts-Viertel,50668,0001,0003,0002,0002
5030,Kunibertweg,209,Weiß,20901.0,Neu-Weiß,50999,0001,0015,0002,0016
1918,Kunstfelder Str.,907,Dünnwald,90702.0,Dünnwald,51069,0001,0039,,
1918,Kunstfelder Str.,907,Dünnwald, , ,51069,,,0002,0002
1919,Kupfergasse,103,Altstadt/Nord,10304.0,Neumarkt-Viertel,50667,0027,0027,0002,0018
5031,Kupfergasse (Urbach),707,Urbach,70701.0,Urbach,51145,0001,0037,0006,0012
1905,Küppergasse,806,Merheim,80601.0,Merheim,51109,,,0002,0002
1906,Küppersteger Weg,906,Höhenhaus,90604.0,Siedlung Emberg,51061,0001,0007,0002,0018
1920,Kurfürstenstr.,102,Neustadt/Süd,10201.0,Südstadt,50678,0001,0029,0002,0026
5141,Kurische Str.,206,Rondorf,20603.0,Rondorf-West,50997,0001,0049,0004,0026
1921,Kurscheider Weg,604,Heimersdorf,60402.0,Heimersdorf,50767,0001,0011,0002,0012
1922,Kurt-Alder-Str.,909,Flittard,90903.0,Bayer-Siedlung,51061,0001,0011,0002,0024
3706,Kurt-Edelhagen-Str.,808,Rath/Heumar,80802.0,Rath,51107,0001,0003,0002,0032
1923,Kurtekottener Str.,909,Flittard, , ,51061,,,,
1907,Kürtenstr.,803,Vingst,80302.0,Siedlung Vingst,51107,0001,0001,0002,0004
3689,Kurt-Hackenberg-Platz,103,Altstadt/Nord,10306.0,Martins-Viertel,50667,0001,0001,,
5033,Kurt-Schumacher-Str.,705,Eil,70501.0,Eil-Süd,51145,0001,0025,0006,0030
1924,Kurt-Weill-Weg,405,Bocklemünd/Mengenich,40504.0,Neu-Bocklemünd,50829,0003,0019,,
1924,Kurt-Weill-Weg,405,Bocklemünd/Mengenich,40501.0,Alt-Bocklemünd,50829,0019a,0031,0002,0082
1926,Kurze Str.,802,Kalk,80201.0,Kalk,51103,0001,0013,0002a,0020
5034,Kurze Str. (Weiden),307,Weiden,30702.0,Neu-Weiden,50858,0001,0023,0002,0016
1925,Kurzer Damm,612,Worringen,61201.0,Alt-Worringen,50769,0001,0019,0002,0014
1927,Kuseler Str.,507,Bilderstöckchen,50701.0,Bilderstöckchen,50739,0001,0005,0002,0008
1928,Kuskestr.,603,Seeberg,60301.0,Seeberg-Nord,50769,0001,0005,0002,0014
5029,Küstriner Weg,307,Weiden,30702.0,Neu-Weiden,50858,0001,0009,0002,0010
1929,Kuthstr.,803,Vingst,80303.0,Vingst,51107,0001,0065,0002,0036
1929,Kuthstr.,803,Vingst,80302.0,Siedlung Vingst,51107,0087,0155,0040,0180
5035,Kuxgasse,713,Libur,71301.0,Libur,51147,0003,0025,0002,0018
1931,Kyffhäuserstr.,102,Neustadt/Süd,10203.0,Studenten-Viertel,50674,0001,0059,0004,0052
1932,Kyllburger Str.,302,Sülz,30202.0,Sülz,50937,0001,0015,0002,0024
1933,Kyllstr.,102,Neustadt/Süd,10201.0,Südstadt,50678,0001,0019,0002,0022
5037,Kyllstr. (Rodenkirchen),208,Rodenkirchen,20803.0,Flußviertel,50996,0001,0013,0004,0004
6079,Kyotoplatz,103,Altstadt/Nord,10303.0,Gereons-Viertel,50670,,,,
3472,Kyotostr.,103,Altstadt/Nord,10303.0,Gereons-Viertel,50670,0001,0027,,
3958,L.-Fritz-Gruber-Platz,103,Altstadt/Nord,10305.0,City,50667,,,,
1934,Lachemer Weg,506,Longerich,50601.0,Gartenstadt-Nord,50737,0005,0021g,0010,0022h
1935,Lacher Broch,904,Holweide,90407.0,Siedlung Schlagbaum,51067,0001,0009,0002,0010
1936,Lachsgasse,504,Niehl,50404.0,Niehl,50735,0003,0007,0002,0022
6063,Lackgässchen,205,Zollstock,20503.0,Vorgebirgspark,50968,,,0002,0026
1939,Lagerhauskai,504,Niehl,50406.0,Hafen Niehl,50735,,,,
1940,Lahnstr.,801,Humboldt/Gremberg,80101.0,Humboldt,51105,0001,0031,0002,0030
5043,Lahnstr. (Lövenich),308,Lövenich,30804.0,Lövenich-West,50859,0001,0065,0002,0070
5044,Lahnstr. (Rodenkirchen),208,Rodenkirchen,20805.0,Rodenkirchen,50996,0001,0013,0002,0014
5046,Lambertsstr.,212,Immendorf,21203.0,Vogelsacker,50997,0003,0023,,
1938,Lämmerstr.,507,Bilderstöckchen,50705.0,GE Schlachthof-Nord,50739,0001,0017,0002,0010
5047,Lammetshofweg,306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0005,0002,0030
1942,Landgrafenstr.,303,Lindenthal,30301.0,Alt-Lindenthal,50931,0001,0103,0002,0098c
1942,Landgrafenstr.,303,Lindenthal,30306.0,Melaten,50931,0103a,0127,0100,0114
1943,Landmannstr.,402,Neuehrenfeld,40202.0,Neuehrenfeld,50825,0001,0043,0002,0064
5048,Landsberger Str.,206,Rondorf,20603.0,Rondorf-West,50997,0001,0019,0002,0004
1944,Landsbergstr.,101,Altstadt/Süd,10106.0,Severins-Viertel,50678,0001,0045,0002,0046
1945,Landskronstr.,205,Zollstock,20503.0,Vorgebirgspark,50969,0001,0011,0002,0012
1946,Lange Heide,905,Dellbrück,90512.0,Mielenforster Heide,51069,0001,0023,0002,0018
5049,Langeler Berg,715,Langel,71501.0,Langel-Süd (rrh.),51143,0001,0029,0010,0028
1947,Langeler Damm,601,Merkenich,60102.0,Langel (lrh.),50769,0025,0115,,
1948,Langeler Kreuzweg,601,Merkenich,60102.0,Langel (lrh.),50769,0121,0131,0114,0166
1949,Langeler Weg,612,Worringen,61201.0,Alt-Worringen,50769,0001,0041,0002,0046
1950,Langemaß,901,Mülheim,90105.0,Mülheim-Nord,51063,0001,0023,0002,0022
5050,Langenacker Hof,213,Meschenich, , ,50997,,,0000,
5993,Langenackerstr.,213,Meschenich, , ,50997,,,,
1951,Langenbacher Weg,605,Lindweiler,60501.0,Lindweiler,50767,0001,0005,0002,0010
3673,Langenbergstr.,610,Blumenberg,61001.0,Siedlung Blumenberg,50765,0001,0309,0002,0172
1952,Langendahlweg,805,Ostheim, , ,51107,,,,
5052,Langgasse (Junkersdorf),306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0031,0002,0024
5054,Langobardenplatz,704,Gremberghoven,70401.0,Gremberghoven,51149,0001,0003,0002,0004
